4001,94
4002,93
4003,82
4004,83
4005,91
4006,85
4007,89
4008,86
4009,85
4010,92
4011,87
4012,85
4013,83
4014,83
4015,87
4016,88
4017,87
4018,86
4019,88
4020,90
4021,86
4022,83
4023,80
4024,87
4025,86
4026,86
4027,83
4028,84
4029,87
4030,84
4031,85
4032,83
4033,87
4034,91
4035,87
4036,91
4037,86
4038,87
4039,84
4040,85
4041,86
4042,89
4043,86
4044,85
4045,84
4046,88
4047,90
4048,85
4049,86
4050,86
4051,86
4052,89
4053,83
4054,88
4055,89
4056,82
4057,90
4058,90
4059,87
4060,89
4061,87
4062,91
4063,90
4064,86
4065,89
4066,86
4067,87
4068,86
4069,89
4070,86
4071,93
4072,84
4073,92
4074,89
4075,89
4076,90
4077,91
4078,80
4079,84
4080,89
4081,88
4082,84
4083,93
4084,89
4085,91
4086,85
4087,89
4088,85
4089,91
4090,87
4091,87
4092,83
4093,90
4094,90
4095,86
4096,87
4097,85
4098,92
4099,87
4100,82
4101,87
4102,86
4103,88
4104,87
4105,90
4106,85
4107,88
4108,82
4109,86
4110,86
4111,92
4112,85
4113,88
4114,87
4115,88
4116,85
4117,89
4118,90
4119,83
4120,86
4121,88
4122,86
4123,79
4124,86
4125,89
4126,88
4127,86
4128,84
4129,87
4130,83
4131,86
4132,82
4134,87
4135,89
4136,92
4137,86
4138,85
4139,88
4140,94
4141,81
4142,87
4143,88
4144,83
4145,93
4146,87
4147,88
4148,84
4149,84
4150,85
4151,93
4152,88
4153,92
4154,93
4155,91
4156,90
4157,87
4158,86
4159,86
4160,88
4161,92
4162,85
4163,88
4164,85
4165,87
4166,86
4167,84
4168,86
4169,84
4170,88
4171,93
4172,87
4173,86
4174,89
4176,86
4177,84
4178,85
4179,82
4180,85
4182,83
4183,85
4184,84
4185,90
4186,83
4187,85
4188,90
4189,82
4190,83
4191,89
4192,88
4193,84
4194,89
4195,86
4196,87
4197,84
4198,87
4199,85
4200,87
4201,83
4202,83
4203,87
4204,87
4205,85
4206,86
4207,86
4208,86
4209,85
4210,82
4211,89
4212,83
4213,84
4215,88
4216,87
4217,86
4218,82
4219,84
4220,87
4221,84
4222,86
4223,89
4224,88
4225,86
4226,83
4227,83
4228,88
4229,88
4230,81
4231,86
4232,89
4233,87
4234,91
4235,90
4236,83
4237,86
4238,92
4239,86
4240,83
4241,89
4242,87
4243,82
4244,83
4245,86
4246,86
4247,90
4248,83
4249,90
4250,85
4251,81
4252,86
4253,90
4254,83
4255,87
4256,87
4257,84
4258,88
4259,87
4260,87
4261,86
4262,82
4263,90
4264,90
4265,82
4266,90
4267,86
4268,84
4269,86
4270,85
4271,83
4272,84
4273,80
4274,91
4275,84
4276,80
4277,84
4278,83
4279,86
4280,90
4281,84
4282,89
4283,90
4284,86
4285,83
4286,85
4287,87
4288,86
4289,83
4290,85
4291,85
4292,87
4293,88
4294,86
4295,86
4296,90
4297,90
4298,86
4299,90
4300,84
4301,81
4302,84
4303,85
4304,89
4305,82
4306,82
4307,89
4308,86
4309,85
4310,87
4311,80
4312,87
4313,81
4314,86
4315,86
4316,81
4317,84
4318,83
4319,83
4320,82
4321,78
4322,83
4323,85
4324,88
4325,85
4326,89
4327,87
4328,84
4329,83
4330,84
4331,85
4332,91
4333,91
4334,81
4335,83
4336,87
4337,84
4338,87
4339,87
4340,88
4341,83
4342,87
4343,87
4344,83
4345,86
4346,86
4347,91
4348,86
4349,82
4350,82
4351,83
4352,87
4353,86
4354,83
4355,83
4356,83
4357,85
4358,87
4359,84
4360,78
4361,89
4362,81
4363,86
4364,83
4365,84
4366,82
4367,83
4368,83
4369,82
4370,87
4371,88
4372,83
4373,84
4374,85
4375,83
4376,83
4377,86
4378,84
4379,85
4380,86
4381,88
4382,86
4383,80
4384,87
4385,91
4386,85
4387,84
4388,83
4389,79
4390,82
4391,83
4392,82
4393,83
4394,81
4395,86
4396,82
4397,82
4398,82
4399,82
4401,86
4402,81
4403,85
4404,86
4405,81
4406,87
4407,83
4408,86
4409,90
4410,87
4411,83
4412,81
4413,82
4414,85
4415,84
4416,81
4417,82
4418,85
4419,83
4420,81
4421,87
4422,82
4423,83
4424,84
4425,87
4426,86
4427,82
4428,84
4429,79
4430,83
4431,82
4432,86
4433,82
4434,83
4435,85
4436,80
4437,78
4438,84
4439,81
4440,83
4441,83
4442,80
4443,79
4444,81
4445,82
4446,83
4447,84
4448,87
4449,85
4450,85
4451,84
4452,87
4453,83
4454,79
4455,82
4456,85
4457,86
4458,83
4459,86
4460,81
4461,83
4462,82
4463,82
4464,82
4465,82
4466,84
4467,85
4468,82
4469,83
4470,81
4471,82
4472,85
4473,82
4474,81
4475,79
4476,83
4477,85
4478,87
4479,81
4480,83
4481,81
4482,83
4483,83
4484,84
4485,83
4486,84
4487,82
4488,82
4489,80
4490,83
4491,82
4492,79
4493,82
4494,82
4495,82
4496,83
4497,81
4498,82
4499,82
4500,83
4501,87
4502,82
4503,85
4504,81
4505,86
4506,80
4507,84
4508,80
4509,84
4510,83
4511,85
4512,83
4513,81
4514,82
4515,83
4516,83
4517,82
4518,87
4519,87
4520,81
4521,81
4522,87
4523,83
4524,84
4525,94
